Interceptor,Manhole,Date,Time,Temp,ph,Tot.Sulfide,Dis.Sulfide,Tot.Iron,FerrousFe
Edith,willloc,09-01-07,16:45,65,,0.2,0.2,0.3,
Edith,willloc,23-01-07,13:15,63,,0.1,0.1,6.33,
Edith,willloc,06-02-07,13:50,65,,0.2,0.1,10.1,
Edith,willloc,21-02-07,13:10,66,,0.4,0.2,5.3,
Edith,willloc,06-03-07,,68,,0.2,0.1,,
Edith,willloc,21-03-07,09:45,71,,0.2,0.1,19.3,
Edith,willloc,18-04-07,13:25,72,,0.3,0.1,28.4,
Edith,willloc, 5-9-07,12:15,74,,0.1,0.1,,
Edith,willloc,23-05-07,14:45,77,,0.4,0.1,4.2,
Edith,willloc,05-06-07,10:15,80,,0.3,0.1,,
Edith,willloc,20-06-07,13:30,81,,0.2,0.1,34.8,
Edith,willloc,17-07-07,09:15,82,,0.3,0.1,,
Edith,willloc,07-08-07,11:15,82,,0.1,0.1,,
Edith,willloc,15-08-07,14:20,87,,0.2,0.1,25.1,
Edith,willloc,05-09-07,10:35,85,,0.1,0.1,,
Edith,willloc,17-09-07,10:35,80.6,,0.1,0.1,,
Edith,willloc,17-10-07,09:25,76.1,,0.2,0.1,,
Edith,willloc,07-11-07,09:15,73.6,,0.1,0.1,,
Edith,willloc,04-12-07,16:30,71.2,,0.1,0.1,,
Edith,willloc,09-01-08,08:10,61,,0.1,0.1,,
Edith,willloc,22-01-08,16:15,60,,0.4,0.2,,
Edith,willloc,16-04-08,13:50,74,,0.2,0.1,25.1,
Edith,willloc,07-05-08,13:15,75,,0.1,0.1,20.1,
Edith,willloc,20-05-08,17:00,77,,0.1,0.1,24.3,
Edith,willloc,04-06-08,12:45,76,,0.1,0.1,23.5,
Edith,willloc,18-06-08,13:35,82,,0.2,0.1,23.4,
Edith,willloc,09-07-08,10:11,83,,0.1,0.1,20.1,
Edith,willloc,23-07-08,14:35,83,,0.1,0.1,21.6,
Edith,willloc,06-08-08,15:35,84,,0.7,0.6,2.1,
Edith,willloc,19-08-08,13:12,85,,0.1,0.1,23.4,
Edith,willloc,02-09-08,12:11,86,,0.2,0.1,25.6,
Edith,willloc,24-09-08,14:00,83,,0.3,0.2,29.5,
Edith,willloc,22-10-08,13:55,75,,0.7,0.6,5.6,
Edith,willloc,19-11-08,13:15,74,,0.1,0.1,16.2,
Edith,willloc,21-01-09,15:35,66,,0.5,0.3,7.5,
Edith,willloc,18-02-09,14:20,65,,0.7,0.4,9.7,
Edith,willloc,04-03-09,,69,,0.5,0.2,,
Edith,willloc,18-03-09,13:55,71,,0.4,0.3,2.35,
Edith,willloc,18-04-09,,73,,0.2,0.1,,
Edith,willloc,22-04-09,13:00,73,,0.3,0.1,2.49,
Edith,willloc,06-05-09,,74,,0.4,0.1,,
Edith,willloc,20-05-09,14:30,76,,1,0.3,97.5,
Edith,willloc,03-06-09,,77,,0.5,0.1,,
Edith,willloc,17-06-09,14:25,79.7,,0.4,0.1,20.8,
Edith,willloc,08-07-09,13:55,83.8,,0.4,0.1,12.8,
Edith,willloc,11-08-09,16:56,81.1,,0.7,0.5,,
Edith,willloc,26-08-09,13:15,86,,1,0.7,10.3,
Edith,willloc,08-09-09,19:20,80,,1.2,1.1,,
Edith,willloc,21-09-09,15:00,81,,0.8,0.6,,
Edith,willloc,07-10-09,15:20,81,,1.5,1.5,3.6,
Edith,willloc,04-11-09,13:30,75,,0.8,0.7,1.55,
Edith,willloc,18-11-09,16:55,71,,0.3,0.1,,
Edith,willloc,02-12-09,14:30,70,,0.9,0.3,,
Edith,willloc,15-12-09,10:35,65,,0.4,0.4,2.3,
Edith,willloc,05-01-10,14:30,65,,0.5,0.5,,
Edith,willloc,19-01-10,14:25,63,,0.5,0.4,1,
Edith,willloc,03-02-10,11:45,61,,0.4,0.3,,
Edith,willloc,18-02-10,11:35,64,,0.4,0.4,,
Edith,willloc,03-03-10,15:30,66,,0.9,0.8,,
Edith,willloc,16-03-10,15:00,68,,0.3,0.3,2.25,
Edith,willloc,06-04-10,13:20,67,,0.5,0.5,1.55,
Edith,willloc,20-04-10,14:00,70,,1.2,0.4,,
Edith,willloc,04-05-10,15:45,72,,0.3,0.1,,
Edith,willloc,21-05-10,11:40,77,,0.7,0.4,4.7,
Edith,willloc,03-06-10,16:00,79,,0.5,0.3,,
Edith,willloc,15-06-10,17:00,82,,0.9,0.4,13.25,
Edith,willloc,08-07-10,15:00,,,,,,
Edith,edicord,13-12-06,08:05,67,6.5,0.1,0.1,0.81,0.5
Edith,edicord,13-12-06,08:15,67,6.5,0.1,0.1,,
Edith,edicord,28-12-06,11:15,67,6,0.1,0.1,0.45,0
Edith,edicord,09-01-07,16:15,65,6.5,0.4,0.3,0.5,0.02
Edith,edicord,23-01-07,13:40,64,7,0.1,0.1,0.48,0
Edith,edicord,06-02-07,13:15,66,7,0.1,0.1,,
Edith,edicord,21-02-07,13:40,66,6.5,0.1,0.1,6,4.7
Edith,edicord,21-03-07,14:25,71,7,0.3,0.1,7.1,0.85
Edith,edicord,18-04-07,14:30,73,6.5,0.4,0.1,3.9,3.3
Edith,edicord,23-05-07,15:30,75,6,0.2,0.1,8.3,7.9
Edith,edicord,20-06-07,14:05,83,7,0.4,0.1,9.8,4.5
Edith,edicord,15-08-07,15:40,87,6.5,0.1,0.1,2.9,2.8
Edith,edicord,19-09-07,14:30,84,6.5,0.1,0.1,,
Edith,edicord,09-01-08,07:45,61,6.5,0.1,0.1,25.5,19.5
Edith,edicord,22-01-08,,,,,,,
Edith,edicord,16-04-08,14:50,74,7,0.2,0.1,12.1,11.1
Edith,edicord,20-05-08,17:45,78,6.5,0.1,0.1,3,2.3
Edith,edicord,04-06-08,13:30,79,7,0.2,0.1,8.9,8.5
Edith,edicord,18-06-08,14:10,83,6.5,0.3,0.1,9,7.8
Edith,edicord,23-07-08,15:20,83,7,0.3,0.1,9.6,8
Edith,edicord,06-08-08,16:20,84,7,0.8,0.6,2.15,1.95
Edith,edicord,24-09-08,14:40,82,7,0.3,0.1,7.8,7.25
Edith,edicord,22-10-08,14:45,74,6.5,0.7,0.7,3,2.3
Edith,edicord,19-11-08,14:00,73,7,0.3,0.1,5.1,5.1
Edith,edicord,21-01-09,16:05,65,7,0.1,0.1,1.95,1
Edith,edicord,18-02-09,15:05,64,6.5,0.2,0.1,2.5,1.2
Edith,edicord,18-03-09,14:25,71,6.5,0.1,0.1,1.85,
Edith,edicord,22-04-09,13:45,23,7.1,0.1,0.1,1.5,
Edith,edicord,20-05-09,15:25,25,6.6,0.2,0.2,7.5,
Edith,edicord,17-06-09,15:15,79.3,6.6,0.3,0.1,,
Edith,edicord,08-07-09,14:50,85.3,6.8,0.5,0.3,5.8,
Edith,edicord,11-08-09,16:05,81.5, ,0.1,0.1,,
Edith,edicord,26-08-09,13:45,85,6.4,0.1,0.1,3.35,
Edith,edicord,08-09-09,18:15,80,,0.1,0.1,,
Edith,edicord,21-09-09,16:00,81,,0.1,0.1,,
Edith,edicord,07-10-09,16:05,81,7.4,0.1,0.1,1,
Edith,edicord,21-10-09,16:55,71,,0,0,,
Edith,edicord,04-11-09,14:00,76,7.6,0.1,0.1,0.65,
Edith,edicord,18-11-09,16:10,70,,0.1,0.1,,
Edith,edicord,02-12-09,13:20,68,,0.1,0.1,,
Edith,edicord,15-12-09,11:05,67,7.7,0.1,0.1,1.1,
Edith,edicord,05-01-10,13:15,62,,0.1,0.1,,
Edith,edicord,19-01-10,14:55,63,7.1,0.1,0.1,1.55,
Edith,edicord,03-02-10,10:25,61,,0.1,0.1,,
Edith,edicord,18-02-10,12:00,66,7.2,0.4,0.3,1.9,
Edith,edicord,03-03-10,10:35,64,,0.4,0.2,,
Edith,edicord,16-03-10,15:25,68,7.5,0.1,0.1,1.2,
Edith,edicord,06-04-10,13:45,68,7.4,0.6,0.6,0.2,
Edith,edicord,20-04-10,12:55,71,,0.1,0.1,,
Edith,edicord,04-05-10,14:30,73,7.9,0.3,0.1,,
Edith,edicord,21-05-10,12:15,78,7.1,0.5,0.3,3.5,
Edith,edicord,03-06-10,14:50,79,7.4,0.5,0.2,,
Edith,edicord,15-06-10,15:25,82,7,0.7,0.4,3.55,
Edith,edicord,08-07-10,13:00,82,7.2,0.1,0.1,,
Edith,edicord,21-07-10,14:30,88,7,2,1.4,,
Edith,edicord,05-08-10,11:20,82,7,0.4,0.2,,
Edith,edicord,18-08-10,13:00,83,7.2,0.4,0.3,4.8,
Edith,edicord,09-09-10,15:00,82,6.8,0.2,0.1,,
Edith,edicord,21-09-10,13:50,86,7.2,0.3,0.2,9.1,
Edith,edicord,06-10-10,10:55,80,,0.6,0.2,,
Edith,edicord,19-10-10,12:45,79,7,0.2,0.1,8.4,
Edith,edicord,03-11-10,09:30,75,,0.3,0.1,,
Edith,edicord,15-11-10,14:00,69,6.8,0.4,0.1,8.35,
Edith,edicord,08-12-10,09:30,66,7.2,0.3,0.1,,
Edith,edicord,20-12-10,12:20,65,6.3,0.2,0.2,8.55,
Edith,edicord,14-12-05,13:25,70,,1.4,0.4,,
Edith,edicord,03-02-06,10:35,68,,1.2,0.4,,
Edith,edicord,05-07-06,13:45,76,,1.6,0.5,,
Edith,edicord,06-07-06,11:02,81,,1.2,0.3,,
Edith,edicord,15-08-06,11:15,81,,0.5,0.1,49,
Edith,edicord,22-08-06,15:10,82.5,,0.3,0.1,90,
Edith,edicord,26-09-06,12:00,77,,0.1,0.1,64.5,
Edith,edicord,18-10-06,10:05,74,,0.1,0.1,40,
Edith,edicord,17-11-06,9:45,74,,0.1,0.1,16.3,
Edith,edicord,29-11-06,11:15,70,,0.1,0.1,15.3,
Edith,edicord,13-12-06,08:05,67,,0.1,0.1,0.81,
Edith,edicord,13-12-06,08:15,67,,0.1,0.1,,
Edith,edicord,28-12-06,11:15,67,,0.1,0.1,0.45,
Edith,edicord,09-01-07,16:15,65,,0.4,0.3,0.5,
Edith,edicord,23-01-07,13:40,64,,0.1,0.1,0.48,
Edith,edicord,06-02-07,13:15,66,,0.1,0.1,5.4,
Edith,edicord,21-02-07,13:40,66,,0.1,0.1,3.2,
Edith,edicord,06-03-07,,67,,0.1,0.1,,
Edith,edicord,21-03-07,14:25,71,,0.3,0.1,7.1,
Edith,edicord,18-04-07,14:30,73,,0.4,0.1,3.9,
Edith,edicord,09-05-07,11:40,71,,0.1,0.1,,
Edith,edicord,23-05-07,15:30,75,,0.2,0.1,8.3,
Edith,edicord,05-06-07,09:10,80,,0.1,0.1,,
Edith,edicord,20-06-07,14:05,83,,0.1,0.1,9.8,
Edith,edicord,17-07-07,16:15,82,,0.2,0.1,,
Edith,edicord,07-08-07,13:40,82,,0.1,0.1,,
Edith,edicord,15-08-07,15:40,87,,0.1,0.1,2.9,
Edith,edicord,05-09-07,09:45,81,,0.1,0.1,,
Edith,edicord,17-09-07,09:45,80.6,,0.1,0.1,,
Edith,edicord,17-10-07,08:50,73.5,,0.1,0.1,,
Edith,edicord,07-11-07,12:30,76,,0.3,0.1,,
Edith,edicord,05-12-07,11:00,70,,0.1,0.1,,
Edith,edicord,09-01-08,07:45,61,,0.1,0.1,,
Edith,edicord,22-01-08,16:50,59,,0.7,0.5,,
Edith,edicord,16-04-08,14:50,74,,0.2,0.1,12.1,
Edith,edicord,07-05-08,13:35,75,,0.2,0.1,10.5,
Edith,edicord,20-05-08,17:45,78,,0.1,0.1,3,
Edith,edicord,04-06-08,13:30,79,,0.2,0.1,8.9,
Edith,edicord,18-06-08,14:10,83,,0.3,0.1,9,
Edith,edicord,09-07-08,10:35,83,,0.2,0.1,10.2,
Edith,edicord,23-07-08,15:20,83,,0.3,0.1,9.6,
Edith,edicord,06-08-08,16:20,84,,0.8,0.6,2.15,
Edith,edicord,19-08-08,13:45,85,,0.9,0.1,10.2,
Edith,edicord,02-09-08,12:35,86,,1,0.1,11.5,
Edith,edicord,24-09-08,14:40,82,,0.3,0.1,7.8,
Edith,edicord,22-10-08,14:45,74,,0.7,0.7,3,
Edith,edicord,19-11-08,14:00,73,,0.3,0.1,5.1,
Edith,edicord,21-01-09,16:05,65,,0.1,0.1,1.95,
Edith,edicord,18-02-09,15:05,64,,0.2,0.1,2.5,
Edith,edicord,04-03-09,,70,,0.1,0.1,,
Edith,edicord,18-03-09,14:25,71,,0.1,0.1,1.85,
Edith,edicord,18-04-09,,71,,0.1,0.1,,
Edith,edicord,22-04-09,13:45,74,,0.1,0.1,1.5,
Edith,edicord,06-05-09,,75,,0.1,0.1,,
Edith,edicord,20-05-09,15:25,76,,0.2,0.2,7.5,
Edith,edicord,03-06-09,,78,,0.2,0.1,,
Edith,edicord,17-06-09,15:15,79,,0.3,0.1,,
Edith,edicord,08-07-09,14:50,85,,0.5,0.1,5.8,
Edith,edicord,11-08-09,16:05,81.5,,0.1,0.1,,
Edith,edicord,26-08-09,13:45,85,,0.1,0.1,3.35,
Edith,edicord,08-09-09,18:15,80,,0.1,0.1,,
Edith,edicord,21-09-09,16:00,81,,0.1,0.1,,
Edith,edicord,07-10-09,16:05,81,,0.1,0.1,1,
Edith,edicord,04-11-09,14:00,76,,0.1,0.1,0.65,
Edith,edicord,18-11-09,16:10,70,,0.1,0.1,,
Edith,edicord,02-12-09,13:20,68,,0.1,0.1,,
Edith,edicord,15-12-09,11:05,67,,0.1,0.1,1.1,
Edith,edicord,05-01-10,13:15,62,,0.1,0.1,,
Edith,edicord,19-01-10,14:55,63,,0.1,0.1,1.55,
Edith,edicord,03-02-10,10:25,61,,0.1,0.1,,
Edith,edicord,18-02-10,12:00,66,,0.4,0.3,1.9,
Edith,edicord,03-03-10,10:35,64,,0.4,0.2,,
Edith,edicord,16-03-10,15:25,68,,0.1,0.1,1.2,
Edith,edicord,06-04-10,13:45,68,,0.6,0.6,0.2,
Edith,edicord,20-04-10,12:55,71,,0.1,0.1,,
Edith,edicord,04-05-10,14:30,73,,0.3,0.1,,
Edith,edicord,21-05-10,12:15,78,,0.5,0.3,3.5,
Edith,edicord,03-06-10,14:50,79,,0.5,0.2,,
Edith,edicord,15-06-10,15:25,82,,0.7,0.4,3.55,
Edith,edicord,08-07-10,13:00,82,,0.1,0.1,,
Edith,broadwa,13-12-06,07:25,65,6.5,0.8,0.6,0.48,0.2
Edith,broadwa,13-12-06,07:35,65,6.5,1,0.7, ,
Edith,broadwa,28-12-06,10:45,65,6,0.3,0.3,0.54,0
Edith,broadwa,09-01-07,15:35,65,6.5,0.4,0.3,0.82,0.08
Edith,broadwa,09-01-07,15:45,65,6.5,0.4,0.3,,
Edith,broadwa,23-01-07,14:10,65,7,0.5,0.3,0.35,0.02
Edith,broadwa,06-02-07,12:40,64,7,0.4,0.3,2,1.35
Edith,broadwa,21-02-07,14:10,66,7,0.4,0.3,2.8,1.45
Edith,broadwa,21-03-07,15:05,69,7,0.9,0.7,2.2,1.25
Edith,broadwa,18-04-07,15:25,73,6.5,0.5,0.4,6.8,5.2
Edith,broadwa,23-05-07,16:00,76,6.5,0.7,0.6,5.2,4.7
Edith,broadwa,20-06-07,14:40,83,6.5,0.5,0.4,11.4,4
Edith,broadwa,15-08-07,16:40,88,7,1,0.8,1.6,0.9
Edith,broadwa,19-09-07,15:05,84,6.5,0.8,0.7,,
Edith,broadwa,08-01-08,17:10,63,7,0.6,0.5,11.6,8.5
Edith,broadwa,22-01-08,,,,,,,
Edith,broadwa,16-04-08,15:30,73,6.5,0.8,0.5,10.8,10.2
Edith,broadwa,20-05-08,18:30,77,6.5,0.8,0.5,7.4,6.4
Edith,broadwa,04-06-08,14:20,78,7,0.8,0.6,7.6,7
Edith,broadwa,18-06-08,14:50,83,6.5,1.4,1,4.8,4.5
Edith,broadwa,23-07-08,15:50,84,6,0.7,0.5,8.4,8
Edith,broadwa,06-08-08,16:55,84,7,1.7,0.9,2.55,1.35
Edith,broadwa,24-09-08,15:10,82,7,1.8,1.3,2.45,2.05
Edith,broadwa,22-10-08,15:15,74,6.5,2.3,2,2.3,1.95
Edith,broadwa,19-11-08,14:35,74,6.5,1.3,0.7,3.9,3.9
Edith,broadwa,21-01-09,16:35,66,7,1.3,0.8,2.75,1.75
Edith,broadwa,18-02-09,16:05,65,6.5,1.3,1,2.55,1.7
Edith,broadwa,18-03-09,15:10,71,7,1.3,0.9,2.3,
Edith,broadwa,22-04-09,14:25,24,6.5,0.5,0.4,6.9,
Edith,broadwa,20-05-09,16:15,26,6.6,0.7,0.6,4.6,
Edith,broadwa,17-06-09,16:10,81.1,6.6,1,1,4.8,
Edith,broadwa,08-07-09,15:20,86.1,6.5,1.3,0.9,5.8,
Edith,broadwa,11-08-09,15:00,82.2, ,1,0.8,,
Edith,broadwa,26-08-09,14:55,87,6.5,1,1,1.8,
Edith,broadwa,08-09-09,15:30,82,,1,0.9,,
Edith,broadwa,21-09-09,17:05,79,,1,1,,
Edith,broadwa,07-10-09,16:50,80,7.2,1.2,1.2,1.45,
Edith,broadwa,21-10-09,16:10,75,,1.2,1,,
Edith,broadwa,04-11-09,14:40,77,7.1,1.2,1,0.25,
Edith,broadwa,18-11-09,18:00,73,,1,0.8,,
Edith,broadwa,02-12-09,15:30,69,,1.3,1.1,,
Edith,broadwa,15-12-09,11:50,65,7.2,0.9,0.8,1.45,
Edith,broadwa,05-01-10,11:55,62,,0.7,0.5,,
Edith,broadwa,19-01-10,15:35,61,7.4,0.6,0.5,0.8,
Edith,broadwa,03-02-10,09:20,59,,0.3,0.3,,
Edith,broadwa,18-02-10,12:25,64,7.4,0.5,0.5,1.2,
Edith,broadwa,03-03-10,09:20,64,,0.4,0.3,,
Edith,broadwa,16-03-10,16:00,68,7.5,0.6,0.6,1.25,
Edith,broadwa,06-04-10,14:10,68,7.3,1.4,1.4,,
Edith,broadwa,20-04-10,11:25,70,,0.7,0.6,,
Edith,broadwa,04-05-10,13:45,77,7.7,0.9,0.7,,
Edith,broadwa,21-05-10,12:55,80,6.9,1.8,1.3,2.65,
Edith,broadwa,03-06-10,13:40,79,7.4,0.7,0.5,,
Edith,broadwa,15-06-10,16:00,82,7,1.8,1.8,3.25,
Edith,broadwa,08-07-10,11:45,81,7.3,1.1,0.7,,
Edith,broadwa,21-07-10,15:00,88,7,2,1.4,,
Edith,broadwa,05-08-10,10:25,82,7.4,1.5,0.8,,
Edith,broadwa,18-08-10,13:35,83,6.9,2.7,2.4,3.85,
Edith,broadwa,09-09-10,11:10,82,7.5,1.6,0.7,,
Edith,broadwa,21-09-10,14:35,87,6.9,1.8,1,12.2,
Edith,broadwa,06-10-10,09:40,79,7,1,0.4,,
Edith,broadwa,19-10-10,13:25,79,7.1,0.2,0.1,7,
Edith,broadwa,03-11-10,08:00,76,,0.9,0.5,,
Edith,broadwa,15-11-10,14:45,69,6.8,1.6,0.7,5.4,
Edith,broadwa,07-12-10,11:00,68,6.7,1.2,0.5,,
Edith,broadwa,20-12-10,13:05,66,6.4,0.6,0.4,5.8,
Edith,broadwa,14-12-05,13:00,70,,1.3,0.9,,
Edith,broadwa,03-02-06,09:55,69,,1.1,1,,
Edith,broadwa,05-07-06,13:10,75,,0.8,0.6,,
Edith,broadwa,06-07-06,10:40,81,,1.1,0.8,,
Edith,broadwa,15-08-06,10:45,81,,1.2,0.6,6.7,
Edith,broadwa,22-08-06,14:20,82.4,,0.4,0.1,104,
Edith,broadwa,26-09-06,11:40,77,,1,0.2,8.45,
Edith,broadwa,18-10-06,09:35,74,,1.1,0.3,11.5,
Edith,broadwa,17-11-06,9:05,74,,1.9,0.6,10,
Edith,broadwa,29-11-06,10:45,69,,0.6,0.3,9.4,
Edith,broadwa,13-12-06,07:25,65,,0.8,0.6,0.48,
Edith,broadwa,13-12-06,07:35,65,,1,0.7, ,
Edith,broadwa,28-12-06,10:45,65,,0.3,0.1,0.54,
Edith,broadwa,09-01-07,15:35,65,,0.4,0.1,0.82,
Edith,broadwa,23-01-07,14:10,65,,0.5,0.1,0.35,
Edith,broadwa,06-02-07,12:40,64,,0.4,0.1,2,
Edith,broadwa,21-02-07,14:10,66,,0.4,0.1,1.3,
Edith,broadwa,06-03-07,,68,,0.1,0.1,,
Edith,broadwa,21-03-07,15:05,69,,0.2,0.1,2.2,
Edith,broadwa,18-04-07,15:25,73,,0.3,0.1,6.8,
Edith,broadwa,09-05-07,11:05,72,,0.4,0.1,,
Edith,broadwa,23-05-07,16:00,76,,0.4,0.1,5.2,
Edith,broadwa,05-06-07,14:00,80,,0.4,0.1,,
Edith,broadwa,20-06-07,14:40,83,,0.5,0.1,11.4,
Edith,broadwa,17-07-07,14:30,82,,0.7,0.1,,
Edith,broadwa,07-08-07,08:30,82,,0.3,0.1,,
Edith,broadwa,15-08-07,16:40,88,,0.4,0.1,2,
Edith,broadwa,05-09-07,09:00,81,,0.5,0.1,,
Edith,broadwa,17-09-07,09:00,74,,0.7,0.1,,
Edith,broadwa,17-10-07,08:25,73.5,,0.3,0.1,,
Edith,broadwa,07-11-07,11:45,74.3,,0.1,0.1,,
Edith,broadwa,05-12-07,10:00,70,,0.1,0.1,,
Edith,broadwa,08-01-08,17:10,63,,0.4,0.1,,
Edith,broadwa,22-01-08,17;30,59,,1,0.7,,
Edith,broadwa,16-04-08,15:30,73,,0.8,0.5,10.8,
Edith,broadwa,20-05-08,14:05,74,,0.9,0.6,6.4,
Edith,broadwa,04-06-08,18:30,77,,0.8,0.5,7.4,
Edith,broadwa,18-06-08,14:20,78,,0.8,0.6,7.6,
Edith,broadwa,09-07-08,14:50,83,,1.4,1,4.8,
Edith,broadwa,23-07-08,11:05,83,,0.7,0.6,6.4,
Edith,broadwa,06-08-08,15:50,84,,0.7,0.5,8.4,
Edith,broadwa,19-08-08,16:55,84,,1.7,0.9,2.55,
Edith,broadwa,02-09-08,14:05,85,,1.5,1,1.5,
Edith,broadwa,24-09-08,12:58,86,,1,1,1.9,
Edith,broadwa,22-10-08,15:10,82,,1.8,1.3,2.45,
Edith,broadwa,19-11-08,15:15,74,,2.3,2,2.3,
Edith,broadwa,21-01-09,14:35,74,,1.3,0.7,3.9,
Edith,broadwa,18-02-09,16:35,66,,1.3,0.8,2.75,
Edith,broadwa,18-02-09,16:05,65,,1.3,1,2.55,
Edith,broadwa,04-03-09,,70,,1.5,0.6,,
Edith,broadwa,18-03-09,15:10,71,,1.3,0.9,2.3,
Edith,broadwa,18-04-09,,72,,0.9,0.5,,
Edith,broadwa,22-04-09,14:25,74,,0.5,0.4,6.9,
Edith,broadwa,06-05-09,,74,,0.8,0.7,,
Edith,broadwa,20-05-09,16:15,76,,0.7,0.6,4.6,
Edith,broadwa,03-06-09,,77,,1,0.6,,
Edith,broadwa,17-06-09,16:10,81.1,,1,0.5,4.8,
Edith,broadwa,08-07-09,15:20,86.1,,1.3,0.9,5.8,
Edith,broadwa,11-08-09,15:00,82.2,,1,0.8,,
Edith,broadwa,26-08-09,14:55,87,,1,1,1.8,
Edith,broadwa,08-09-09,15:30,82,,1,0.9,,
Edith,broadwa,21-09-09,17:05,79,,1,1,,
Edith,broadwa,07-10-09,16:50,80,,1.2,1.2,1.45,
Edith,broadwa,04-11-09,14:40,77,,1.2,1,0.25,
Edith,broadwa,18-11-09,18:00,73,,1,0.8,,
Edith,broadwa,02-12-09,15:30,69,,1.3,1.1,,
Edith,broadwa,15-12-09,11:50,65,,0.9,0.8,1.45,
Edith,broadwa,05-01-10,11:55,62,,0.7,0.5,,
Edith,broadwa,19-01-10,15:35,61,,0.6,0.5,0.8,
Edith,broadwa,03-02-10,09:20,59,,0.3,0.3,,
Edith,broadwa,18-02-10,12:25,64,,0.5,0.5,1.2,
Edith,broadwa,03-03-10,09:20,64,,0.4,0.3,,
Edith,broadwa,16-03-10,16:00,68,,0.6,0.6,1.25,
Edith,broadwa,06-04-10,14:10,68,,1.4,1.4,,
Edith,broadwa,20-04-10,11:25,70,,0.7,0.6,,
Edith,broadwa,04-05-10,13:45,77,,0.9,0.7,,
Edith,broadwa,21-05-10,12:55,80,,1.8,1.3,2.65,
Edith,broadwa,03-06-10,13:40,79,,0.7,0.5,,
Edith,broadwa,15-06-10,16:00,82,,1.8,1.8,3.25,
Edith,broadwa,08-07-10,11:45,81,,1.1,0.7,,
Valley,florken,05-01-11,16:15,62,7.2,2,0.7,,
Valley,florken,18-01-11,11:55,63,7,0.6,0.6,19.4,
Valley,florken,03-02-11,15:35,63,7.1,0.5,0.5,,
Valley,florken,14-02-11,12:05,62,6.8,1.1,1,11.4,
Valley,florken,01-03-11,11:25,62,6.4,0.5,0.3,20.7,
Valley,florken,15-03-11,10:40,65,,0.6,0.3,,
Valley,florken,04-04-11,12:15,66,6.4,3.4,3.2,1.8,
Valley,florken,20-04-11,16:00,72,6.5,0.5,0.4,,
Valley,florken,25-04-11,10:40,66,6.4,0.3,0.1,40.5,
Valley,florken,12-05-11,09:40,68,6.6,1.5,0.5,15.6,
Valley,florken,24-05-11,14:35,71,7,0.5,0.3,,
Valley,florken,07-06-11,11:45,75,6.6,0.5,0.3,,
Valley,florken,20-06-11,11:05,74,6.5,0.6,0.3,36.6,
Valley,florken,06-07-11,15:00,80,6.7,0.8,0.4,,
Valley,florken,21-07-11,12:40,84,6.6,2.2,0.2,32.4,
Valley,florken,02-08-11,16:00,82,6.8,2.8,0.4,,
Valley,florken,24-08-11,13:15,86,6.9,2.6,0.2,35.2,
Valley,florken,07-09-11,12:15,82,6.5,2,0.5,,
Valley,florken,21-09-11,12:45,81,6.7,1,0.2,26.8,
Valley,florken,04-10-11,17:40,78,6.9,0.7,0.2,,
Valley,florken,19-10-11,13:00,76,6.3,0.8,0.2,26.1,
Valley,florken,08-11-11,16:20,72,7.1,0.4,0.1,,
Valley,florken,21-11-11,13:05,70,6.6,0.6,0.2,16.1,
Valley,florken,07-12-11,12:55,64,6.5,0.4,0.2,32,
Valley,florken,21-12-11,11:40,61,6.5,0.4,0.2,,
Valley,csfour4,05-01-11,15:50,62,7,0.5,0.3,,
Valley,csfour4,18-01-11,11:15,62,6.7,0.5,0.3,26.2,
Valley,csfour4,03-02-11,13:40,62,6.8,0.5,0.3,,
Valley,csfour4,14-02-11,11:25,61,6.9,0.8,0.4,11.1,
Valley,csfour4,01-03-11,10:45,63,6.7,0.5,0.3,7.8,
Valley,csfour4,15-03-11,10:10,65,,0.7,0.4,,
Valley,csfour4,04-04-11,11:35,66,7.1,1.8,1.6,1.65,
Valley,csfour4,20-04-11,15:40,73,6.9,0.8,0.6,,
Valley,csfour4,25-04-11,10:20,70,6.8,0.8,0.6,9.6,
Valley,csfour4,12-05-11,09:15,70,6.8,0.3,0.1,113,
Valley,csfour4,24-05-11,14:15,73,7.1,0.5,0.2,,
Valley,csfour4,07-06-11,12:20,76,7.1,0.5,0.2,,
Valley,csfour4,20-06-11,10:45,76,6.5,0.7,0.2,18.4,
Valley,csfour4,06-07-11,14:40,81,7.1,0.8,0.3,,
Valley,csfour4,21-07-11,12:00,84,6.9,0.8,0.3,25.6,
Valley,csfour4,02-08-11,15:45,84,7,1,0.4,,
Valley,csfour4,24-08-11,12:50,84,6.9,3,0.3,13.4,
Valley,csfour4,07-09-11,12:00,83,6.9,2.8,0.4,,
Valley,csfour4,21-09-11,,,,,,,
Valley,csfour4,04-10-11,,,,,,,
Valley,csfour4,19-10-11,,,,,,,
Valley,csfour4,08-11-11,16:00,72,7.2,0.6,0.3,,
Valley,csfour4,21-11-11,12:15,70,6.8,0.9,0.5,12.9,
Valley,csfour4,07-12-11,12:35,66,6.5,0.7,0.6,13.6,
Valley,csfour4,21-12-11,10:55,61,,0.6,0.6,,
Valley,12stove,05-01-11,15:05,61,7.2,3,1,,
Valley,12stove,18-01-11,10:50,60,6.9,0.4,0.2,38.8,
Valley,12stove,03-02-11,16:00,61,7.3,0.5,0.3,,
Valley,12stove,14-02-11,11:00,60,7,0.6,0.4,9,
